code,summary,refined_summary
2531,"수면 건강에 주의가 필요한 상태, 건강기능에 심각한 위험이 있는 상태, 중간단계의 정서적 어려움이 있는 상태, 사회적 관계가 건강한 상태.","요약하면, 수면과 신체 건강에 어려움이 있으며, 정서적 부담이 중간 수준에서 감지되어 정기적인 정서 관리가 도움이 될 수 있습니다."
2532,"수면 건강에 주의가 필요한 상태, 건강기능에 심각한 위험이 있는 상태, 중간단계의 정서적 어려움이 있는 상태, 사회적 관계 단절과 외로움이 우려되는 상태.","종합해보면, 수면 건강과 신체 기능 저하가 복합적으로 나타나고 있으며, 정서적 어려움과 관계적 거리감이 동반되어 다면적 회복이 필요합니다."
2541,"수면 건강에 주의가 필요한 상태, 건강기능에 심각한 위험이 있는 상태, 심각한 정서적 어려움이 있는 상태, 사회적 관계가 건강한 상태.","전반적으로 볼 때, 수면과 건강 상태는 불안정하고, 정서적으로도 부담이 심화되고 있으나 사회적 관계는 유지되고 있습니다."
2542,"수면 건강에 주의가 필요한 상태, 건강기능에 심각한 위험이 있는 상태, 심각한 정서적 어려움이 있는 상태, 사회적 관계 단절과 외로움이 우려되는 상태.","요약하면, 수면과 건강기능의 어려움에 더해 심리적 압박감과 사회적 고립감이 함께 나타나는 복합적인 상황입니다."
2551,"수면 건강에 주의가 필요한 상태, 건강기능에 심각한 위험이 있는 상태, 매우 심각한 상태, 사회적 관계가 건강한 상태.","종합해보면, 수면 건강, 신체 기능, 정서 안정성 모두에서 어려움이 있으며, 관계적 안정이 유지되고 있는 점이 회복의 실마리가 될 수 있습니다."
2552,"수면 건강에 주의가 필요한 상태, 건강기능에 심각한 위험이 있는 상태, 매우 심각한 상태, 사회적 관계 단절과 외로움이 우려되는 상태.","전반적으로 볼 때, 수면과 건강기능 저하, 심각한 정서적 부담, 외로움까지 복합적으로 작용하는 상태로, 집중적이고 다차원적인 개입이 요구됩니다."
3111,"수면 건강이 위험한 상태, 매우 양호한 상태, 정서적으로 건강한 상태, 사회적 관계가 건강한 상태.","전반적으로 볼 때, 신체 건강, 정서, 사회적 관계는 양호하나, 수면의 질이 크게 저하되어 생활 전반에 영향을 줄 수 있습니다."
3112,"수면 건강이 위험한 상태, 매우 양호한 상태, 정서적으로 건강한 상태, 사회적 관계 단절과 외로움이 우려되는 상태.","요약하면, 수면 건강은 위험 수준이며, 신체와 정서 상태는 안정적이지만 외로움이 더해질 경우 전반적인 활력이 저하될 수 있습니다."
3121,"수면 건강이 위험한 상태, 매우 양호한 상태, 가벼운 정서적 어려움이 있는 상태, 사회적 관계가 건강한 상태.","종합해보면, 신체 기능과 관계는 안정적이나, 수면의 질 저하와 가벼운 정서적 예민함이 함께 관찰되어 조율이 필요합니다."
3122,"수면 건강이 위험한 상태, 매우 양호한 상태, 가벼운 정서적 어려움이 있는 상태, 사회적 관계 단절과 외로움이 우려되는 상태.","전반적으로 볼 때, 수면 건강 저하와 정서적 예민함, 사회적 고립이 복합적으로 영향을 줄 수 있어 부드러운 회복이 필요합니다."
3131,"수면 건강이 위험한 상태, 매우 양호한 상태, 중간단계의 정서적 어려움이 있는 상태, 사회적 관계가 건강한 상태.","요약하면, 수면 건강 저하가 뚜렷하며, 정서적 부담이 중간 정도로 감지되나 신체 및 관계는 양호하게 유지되고 있습니다."
3132,"수면 건강이 위험한 상태, 매우 양호한 상태, 중간단계의 정서적 어려움이 있는 상태, 사회적 관계 단절과 외로움이 우려되는 상태.","종합해보면, 수면 건강의 저하와 감정적 피로, 외로움이 함께 나타나며, 정서와 관계 중심의 돌봄이 중요할 수 있습니다."
3141,"수면 건강이 위험한 상태, 매우 양호한 상태, 심각한 정서적 어려움이 있는 상태, 사회적 관계가 건강한 상태.","전반적으로 볼 때, 수면 상태는 위험 수준이고, 정서적으로도 어려움이 커지고 있어 건강한 신체 기능을 기반으로 심리적 개입이 필요합니다."
3142,"수면 건강이 위험한 상태, 매우 양호한 상태, 심각한 정서적 어려움이 있는 상태, 사회적 관계 단절과 외로움이 우려되는 상태.","요약하면, 수면 건강의 저하, 정서적 어려움, 사회적 거리감이 복합적으로 관찰되어 다층적인 회복 계획이 유익합니다."
3151,"수면 건강이 위험한 상태, 매우 양호한 상태, 매우 심각한 상태, 사회적 관계가 건강한 상태.","종합해보면, 수면 건강의 저하가 심각하며, 정서적 위축이 동반되고 있지만 관계는 잘 유지되어 정서 회복에 긍정적인 환경이 있습니다."
3152,"수면 건강이 위험한 상태, 매우 양호한 상태, 매우 심각한 상태, 사회적 관계 단절과 외로움이 우려되는 상태.","전반적으로 볼 때, 수면 건강, 정서, 관계의 어려움이 모두 누적된 상태이나, 양호한 신체 기능을 기반으로 회복의 여지는 충분합니다."
3211,"수면 건강이 위험한 상태, 건강기능에 주의가 필요한 상태, 정서적으로 건강한 상태, 사회적 관계가 건강한 상태.","전반적으로 볼 때, 수면의 질과 신체 기능에 주의가 필요하지만, 정서와 사회적 관계가 안정되어 있어 회복의 기반이 마련되어 있습니다."
3212,"수면 건강이 위험한 상태, 건강기능에 주의가 필요한 상태, 정서적으로 건강한 상태, 사회적 관계 단절과 외로움이 우려되는 상태.","요약하면, 수면과 건강기능에 부담이 있으며, 정서 상태는 안정적이나 외로움이 함께 관찰될 수 있어 따뜻한 교류가 유익합니다."
3221,"수면 건강이 위험한 상태, 건강기능에 주의가 필요한 상태, 가벼운 정서적 어려움이 있는 상태, 사회적 관계가 건강한 상태.","종합해보면, 수면과 건강기능은 다소 불안정하고, 정서적 민감성이 함께 나타나지만 사회적 관계는 건강하게 유지되고 있습니다."
3222,"수면 건강이 위험한 상태, 건강기능에 주의가 필요한 상태, 가벼운 정서적 어려움이 있는 상태, 사회적 관계 단절과 외로움이 우려되는 상태.","전반적으로 볼 때, 수면과 신체 기능의 저하와 정서적 예민함, 외로움이 복합적으로 영향을 줄 수 있는 상태입니다."
3231,"수면 건강이 위험한 상태, 건강기능에 주의가 필요한 상태, 중간단계의 정서적 어려움이 있는 상태, 사회적 관계가 건강한 상태.","요약하면, 수면과 건강기능에 대한 조절이 필요한 상황에서 정서적 부담이 중간 정도로 나타나고 있으며, 관계는 비교적 안정적입니다."
3232,"수면 건강이 위험한 상태, 건강기능에 주의가 필요한 상태, 중간단계의 정서적 어려움이 있는 상태, 사회적 관계 단절과 외로움이 우려되는 상태.","종합해보면, 수면과 건강기능은 조정이 필요하고, 정서적 피로와 사회적 단절이 함께 관찰되어 다면적인 접근이 도움이 됩니다."
3241,"수면 건강이 위험한 상태, 건강기능에 주의가 필요한 상태, 심각한 정서적 어려움이 있는 상태, 사회적 관계가 건강한 상태.","전반적으로 볼 때, 수면의 질과 신체 컨디션 저하가 있으며, 정서적 압박감도 커지는 시점으로 정서 관리가 중요합니다."
3242,"수면 건강이 위험한 상태, 건강기능에 주의가 필요한 상태, 심각한 정서적 어려움이 있는 상태, 사회적 관계 단절과 외로움이 우려되는 상태.","요약하면, 수면과 건강기능, 정서적 긴장, 외로움이 복합적으로 나타나 회복을 위한 통합적인 환경이 필요합니다."
3251,"수면 건강이 위험한 상태, 건강기능에 주의가 필요한 상태, 매우 심각한 상태, 사회적 관계가 건강한 상태.","종합해보면, 수면과 건강기능 저하에 더해 정서적 취약성이 심화되고 있지만, 사회적 관계가 유지되어 회복 기반은 긍정적입니다."
3252,"수면 건강이 위험한 상태, 건강기능에 주의가 필요한 상태, 매우 심각한 상태, 사회적 관계 단절과 외로움이 우려되는 상태.","전반적으로 볼 때, 수면과 건강 상태, 정서적 어려움, 외로움이 누적되어 전반적인 회복 계획과 세심한 돌봄이 요구되는 상황입니다."
3311,"수면 건강이 위험한 상태, 건강기능에 어려움이 있는 상태, 정서적으로 건강한 상태, 사회적 관계가 건강한 상태.","전반적으로 볼 때, 수면과 신체 건강에 모두 어려움이 있으나, 정서와 사회적 관계가 안정적이라 회복을 위한 기반은 유지되고 있습니다."
3312,"수면 건강이 위험한 상태, 건강기능에 어려움이 있는 상태, 정서적으로 건강한 상태, 사회적 관계 단절과 외로움이 우려되는 상태.","요약하면, 수면과 건강기능 저하가 나타나고 있으며, 정서적으로는 비교적 안정되나 외로움이 영향을 줄 수 있는 상태입니다."
3321,"수면 건강이 위험한 상태, 건강기능에 어려움이 있는 상태, 가벼운 정서적 어려움이 있는 상태, 사회적 관계가 건강한 상태.","종합해보면, 수면과 건강 상태가 불안정하고, 정서적으로 가벼운 민감성이 있으며, 사회적 관계는 잘 유지되고 있습니다."
3322,"수면 건강이 위험한 상태, 건강기능에 어려움이 있는 상태, 가벼운 정서적 어려움이 있는 상태, 사회적 관계 단절과 외로움이 우려되는 상태.","전반적으로 볼 때, 수면과 신체적 부담, 정서적 예민함, 관계적 거리감이 함께 관찰되어 정서 및 사회적 돌봄이 도움이 됩니다."
3331,"수면 건강이 위험한 상태, 건강기능에 어려움이 있는 상태, 중간단계의 정서적 어려움이 있는 상태, 사회적 관계가 건강한 상태.","요약하면, 수면 건강과 신체 기능 모두 부담이 있으며, 정서적 피로가 동반되어 점진적인 회복 조치가 권장됩니다."
3332,"수면 건강이 위험한 상태, 건강기능에 어려움이 있는 상태, 중간단계의 정서적 어려움이 있는 상태, 사회적 관계 단절과 외로움이 우려되는 상태.","종합해보면, 수면과 건강기능 저하, 정서적 어려움, 관계 속 단절감이 복합적으로 작용하는 시점입니다."
3341,"수면 건강이 위험한 상태, 건강기능에 어려움이 있는 상태, 심각한 정서적 어려움이 있는 상태, 사회적 관계가 건강한 상태.","전반적으로 볼 때, 수면과 신체 건강이 저하된 상태이며, 정서적 부담이 크게 나타나 지속적인 정서 회복이 필요합니다."
3342,"수면 건강이 위험한 상태, 건강기능에 어려움이 있는 상태, 심각한 정서적 어려움이 있는 상태, 사회적 관계 단절과 외로움이 우려되는 상태.","요약하면, 수면과 건강 문제에 더해 정서적 긴장감과 외로움까지 겹쳐 다차원적인 지원이 필요한 상태입니다."
3351,"수면 건강이 위험한 상태, 건강기능에 어려움이 있는 상태, 매우 심각한 상태, 사회적 관계가 건강한 상태.","종합해보면, 수면과 건강기능 저하에 정서적 취약성이 함께 나타나고 있으나, 사회적 관계는 유지되고 있어 회복의 기반은 있습니다."
3352,"수면 건강이 위험한 상태, 건강기능에 어려움이 있는 상태, 매우 심각한 상태, 사회적 관계 단절과 외로움이 우려되는 상태.","전반적으로 볼 때, 수면, 신체, 정서, 관계 모든 측면에서 부담이 누적되어 있어 통합적인 회복 전략이 요구됩니다."
3411,"수면 건강이 위험한 상태, 건강기능이 위험한 상태, 정서적으로 건강한 상태, 사회적 관계가 건강한 상태.","전반적으로 볼 때, 수면과 신체 기능이 모두 위험 수준이나, 정서와 사회적 관계가 안정되어 있어 회복의 기반은 남아 있습니다."
3412,"수면 건강이 위험한 상태, 건강기능이 위험한 상태, 정서적으로 건강한 상태, 사회적 관계 단절과 외로움이 우려되는 상태.","요약하면, 수면과 건강기능 모두 저하된 상태이며, 정서적 안정성은 유지되고 있지만 외로움이 영향을 줄 수 있는 시점입니다."
3421,"수면 건강이 위험한 상태, 건강기능이 위험한 상태, 가벼운 정서적 어려움이 있는 상태, 사회적 관계가 건강한 상태.","종합해보면, 수면과 건강 상태가 모두 위태롭고, 정서적으로도 가벼운 민감성이 있으며 관계는 안정적으로 유지되고 있습니다."
3422,"수면 건강이 위험한 상태, 건강기능이 위험한 상태, 가벼운 정서적 어려움이 있는 상태, 사회적 관계 단절과 외로움이 우려되는 상태.","전반적으로 볼 때, 수면과 건강기능 저하, 정서적 예민함, 사회적 거리감이 함께 관찰되어 회복을 위한 환경 조성이 필요합니다."
3431,"수면 건강이 위험한 상태, 건강기능이 위험한 상태, 중간단계의 정서적 어려움이 있는 상태, 사회적 관계가 건강한 상태.","요약하면, 수면과 건강 상태의 부담이 크며, 정서적 피로도 중간 정도로 나타나고 있어 심리적 회복이 필요합니다."
3432,"수면 건강이 위험한 상태, 건강기능이 위험한 상태, 중간단계의 정서적 어려움이 있는 상태, 사회적 관계 단절과 외로움이 우려되는 상태.","종합해보면, 수면과 신체 기능이 모두 저하된 상태이며, 정서와 관계 영역에서도 어려움이 누적될 수 있는 복합적인 상황입니다."
3441,"수면 건강이 위험한 상태, 건강기능이 위험한 상태, 심각한 정서적 어려움이 있는 상태, 사회적 관계가 건강한 상태.","전반적으로 볼 때, 수면과 건강 상태가 심각하게 저하되어 있으며, 정서적 긴장감 또한 커지는 시점입니다."
3442,"수면 건강이 위험한 상태, 건강기능이 위험한 상태, 심각한 정서적 어려움이 있는 상태, 사회적 관계 단절과 외로움이 우려되는 상태.","요약하면, 신체·수면·정서·관계 전반에서 부담이 누적되고 있어 다면적인 개입과 정기적인 지원이 필요합니다."
3451,"수면 건강이 위험한 상태, 건강기능이 위험한 상태, 매우 심각한 상태, 사회적 관계가 건강한 상태.","종합해보면, 수면과 건강기능의 저하가 뚜렷하며, 정서적 취약성도 심화되어 있지만 사회적 관계는 유지되고 있어 회복의 실마리는 존재합니다."
3452,"수면 건강이 위험한 상태, 건강기능이 위험한 상태, 매우 심각한 상태, 사회적 관계 단절과 외로움이 우려되는 상태.","전반적으로 볼 때, 수면, 신체, 정서, 관계 네 영역에서 모두 고위험 신호가 감지되어 다차원적이고 긴밀한 개입이 요구됩니다."
3511,"수면 건강이 위험한 상태, 건강기능에 심각한 위험이 있는 상태, 정서적으로 건강한 상태, 사회적 관계가 건강한 상태.","전반적으로 볼 때, 수면과 건강기능 모두 심각한 저하가 나타나고 있으나, 정서와 사회적 관계가 안정되어 있어 회복 기반이 유지되고 있습니다."
3512,"수면 건강이 위험한 상태, 건강기능에 심각한 위험이 있는 상태, 정서적으로 건강한 상태, 사회적 관계 단절과 외로움이 우려되는 상태.","요약하면, 수면과 건강기능 모두 위기 수준이며, 정서적 안정감은 있으나 외로움이 동반될 수 있어 심리·사회적 돌봄이 필요합니다."
3521,"수면 건강이 위험한 상태, 건강기능에 심각한 위험이 있는 상태, 가벼운 정서적 어려움이 있는 상태, 사회적 관계가 건강한 상태.","종합해보면, 수면 및 건강 상태의 심각한 저하와 함께 정서적 민감성이 감지되며, 사회적 관계는 긍정적으로 유지되고 있습니다."
3522,"수면 건강이 위험한 상태, 건강기능에 심각한 위험이 있는 상태, 가벼운 정서적 어려움이 있는 상태, 사회적 관계 단절과 외로움이 우려되는 상태.","전반적으로 볼 때, 수면과 건강기능은 위기 상태이고, 정서적 예민함과 관계 단절이 함께 나타날 수 있어 다면적인 회복 조치가 요구됩니다."
3531,"수면 건강이 위험한 상태, 건강기능에 심각한 위험이 있는 상태, 중간단계의 정서적 어려움이 있는 상태, 사회적 관계가 건강한 상태.","요약하면, 수면과 건강 상태 모두 부담이 크며, 정서적 피로가 중간 정도로 관찰되고 있어 정서 관리와 회복적 환경 조성이 중요합니다."
3532,"수면 건강이 위험한 상태, 건강기능에 심각한 위험이 있는 상태, 중간단계의 정서적 어려움이 있는 상태, 사회적 관계 단절과 외로움이 우려되는 상태.","종합해보면, 수면과 건강기능 저하, 정서적 어려움, 사회적 거리감이 복합적으로 관찰되어 통합적 개입이 바람직합니다."
3541,"수면 건강이 위험한 상태, 건강기능에 심각한 위험이 있는 상태, 심각한 정서적 어려움이 있는 상태, 사회적 관계가 건강한 상태.","전반적으로 볼 때, 수면과 신체 건강은 심각하게 저하되어 있으며, 정서적 부담이 크지만 관계적 안정은 회복에 긍정적인 영향을 줄 수 있습니다."
3542,"수면 건강이 위험한 상태, 건강기능에 심각한 위험이 있는 상태, 심각한 정서적 어려움이 있는 상태, 사회적 관계 단절과 외로움이 우려되는 상태.","요약하면, 수면과 건강기능의 위험, 정서적 고립감, 사회적 단절이 누적되어 전방위적 회복 접근이 필요한 상황입니다."
3551,"수면 건강이 위험한 상태, 건강기능에 심각한 위험이 있는 상태, 매우 심각한 상태, 사회적 관계가 건강한 상태.","종합해보면, 신체 기능과 수면의 질이 모두 심각하게 저하되었고, 정서적 취약성도 높아졌으나 사회적 관계는 여전히 유지되고 있습니다."
3552,"수면 건강이 위험한 상태, 건강기능에 심각한 위험이 있는 상태, 매우 심각한 상태, 사회적 관계 단절과 외로움이 우려되는 상태.","전반적으로 볼 때, 수면, 건강, 정서, 관계 모든 영역에서 심각한 부담이 동반되어 집중적이고 다차원적인 지원이 시급합니다."
